id,age,gender,edu_level,race,family_status,ratio_to_poverty,lang_interview
124012,36,Female,4,Mexican American,Living with Partner,0.8,English
124013,19,Female,NA,Mexican American,NA,1.88,English
124014,53,Female,4,Missing,Living with Partner,1.79,English
124015,54,Male,4,White,Living with Partner,NA,English
124016,11,Male,NA,Black,NA,0.12,English
124017,4,Female,NA,Other,NA,1.67,English
124019,34,Male,4,Mexican American,Other,5,English
124020,18,Male,NA,White,NA,5,English
124022,2,Male,NA,Missing,NA,NA,English
124023,3,Male,NA,White,NA,3.92,English
124024,45,Female,4,Black,Living with Partner,NA,English
124025,59,Female,3,Black,Living with Partner,4.02,English
124026,24,Female,5,Mexican American,Living with Partner,NA,English
124027,12,Female,NA,Mexican American,NA,1.58,Spanish
124028,62,Male,4,White,Living with Partner,3.52,English
124029,19,Female,NA,White,NA,5,English
124030,35,Male,5,Other,Living with Partner,3.14,English
124031,6,Female,NA,Other,NA,5,English
124032,6,Female,NA,Mexican American,NA,1.54,Spanish
124033,0,Female,NA,Missing,NA,4.25,English
124034,47,Male,2,White,Living with Partner,NA,English
124035,6,Male,NA,Black,NA,1.22,English
124036,5,Male,NA,Black,NA,2.6,English
124037,41,Male,4,White,Other,2.13,English
124038,13,Male,NA,Missing,NA,3.92,English
124039,40,Male,5,Other,Living with Partner,4.78,English
124040,78,Male,1,Black,Living with Partner,2.09,English
124041,37,Female,5,Other,Living with Partner,NA,English
124043,64,Female,3,Other Hispanic,Living with Partner,1.22,English
124044,44,Female,1,Mexican American,Other,0.41,Spanish
124045,72,Male,1,Mexican American,Living with Partner,NA,English
124047,47,Female,5,Missing,Living with Partner,5,English
124048,48,Female,2,Black,Living with Partner,0.21,English
124049,6,Male,NA,Mexican American,NA,5,English
124051,23,Female,5,White,Living with Partner,3.37,English
124052,37,Female,4,Other Hispanic,Other,3.04,English
124053,45,Male,1,Other Hispanic,Other,NA,Spanish
124054,28,Male,5,Black,Other,5,English
124055,0,Male,NA,Missing,NA,0.57,English
124056,45,Male,5,Other Hispanic,Living with Partner,NA,English
124057,39,Female,4,Other Hispanic,Living with Partner,1.88,English
124059,18,Male,NA,Mexican American,NA,3.85,English
124060,33,Female,5,Other,Living with Partner,4.78,English
124061,55,Female,4,Mexican American,Living with Partner,2,English
124062,59,Female,4,White,Living with Partner,5,English
124063,49,Male,3,Black,Other,1.78,English
124064,3,Female,NA,White,NA,0.29,English
124065,12,Male,NA,White,NA,5,English
124066,36,Male,3,White,Living with Partner,1.63,English
124067,1,Female,NA,Black,NA,1.62,English
124068,39,Female,3,Other,Living with Partner,NA,English
124069,23,Female,3,Mexican American,Living with Partner,0.48,English
124070,10,Male,NA,White,NA,1.55,English
124071,50,Female,1,Other Hispanic,Living with Partner,1.35,Spanish
124072,75,Male,3,Black,Living with Partner,1.42,English
124073,30,Male,3,Black,Other,2.04,English
124074,18,Female,NA,White,NA,0.68,English
124075,17,Female,NA,Mexican American,NA,3.25,English
124076,29,Male,3,Black,Living with Partner,2.65,English
124077,14,Male,NA,White,NA,1.96,English
124078,57,Male,3,Black,Living with Partner,2.66,English
124079,9,Female,NA,Mexican American,NA,1.15,English
124080,35,Female,2,White,Other,2.96,English
124081,18,Male,NA,White,NA,1.83,English
124083,17,Female,NA,White,NA,1.87,English
124084,12,Male,NA,Black,NA,1.52,English
124085,60,Male,4,Missing,Other,2,English
124086,23,Male,4,White,Other,5,English
124087,41,Male,3,White,Living with Partner,3.06,English
124088,29,Male,5,White,Living with Partner,5,English
124089,30,Female,4,Black,Living with Partner,1.67,English
124090,65,Female,4,Other Hispanic,Other,NA,English
124091,61,Male,2,Mexican American,Living with Partner,5,English
124092,38,Female,4,White,Living with Partner,NA,English
124094,40,Female,5,Other,Living with Partner,0.58,English
124096,53,Male,1,Mexican American,Other,1.24,Spanish
124097,20,Male,3,Mexican American,Other,5,English
124098,13,Female,NA,Other Hispanic,NA,1.06,English
124099,5,Female,NA,Black,NA,0.88,English
124100,61,Female,5,Other Hispanic,Other,1.02,Spanish
124101,58,Female,3,White,Living with Partner,5,English
124102,65,Male,4,White,Living with Partner,2.67,English
124103,10,Male,NA,Other Hispanic,NA,1.28,Spanish
124104,55,Male,1,Mexican American,Living with Partner,NA,Spanish
124105,17,Male,NA,Other Hispanic,NA,1.03,English
124106,40,Female,3,Black,Living with Partner,NA,English
124107,28,Female,4,Black,Other,1.03,English
124108,56,Male,1,Mexican American,Living with Partner,2.1,Spanish
124109,52,Male,1,Other,Other,0.74,English
124110,24,Female,4,Black,Other,0.97,English
124111,26,Male,3,Black,Other,NA,English
124112,2,Male,NA,White,NA,2.73,English
124113,44,Female,4,White,Living with Partner,5,English
124114,1,Male,NA,White,NA,3.88,English
124115,60,Male,5,White,Living with Partner,5,English
124116,8,Female,NA,Missing,NA,3.84,English
124118,29,Female,4,Other,Living with Partner,5,English
124119,71,Male,2,Black,Other,2.1,English
124120,73,Male,5,Black,Living with Partner,5,English
124121,39,Female,5,White,Living with Partner,5,English
124122,57,Female,4,White,Living with Partner,1.73,English
124124,50,Male,5,Other Hispanic,Living with Partner,4.34,English
124125,19,Male,NA,Black,NA,NA,English
124126,36,Female,2,Black,Other,0.3,English
124127,40,Female,5,Other,Other,3.55,English
124128,42,Male,1,Mexican American,Living with Partner,4.14,Spanish
124129,28,Female,4,Mexican American,Living with Partner,3.55,English
124131,16,Female,NA,Black,NA,0.99,English
124133,8,Female,NA,White,NA,3.58,English
124134,15,Female,NA,Other Hispanic,NA,0.83,English
124135,31,Male,4,Black,Other,NA,English
124136,18,Male,NA,Mexican American,NA,0.91,English
124137,12,Female,NA,Missing,NA,4.56,English
124138,36,Male,5,Other,Living with Partner,3.46,English
124139,16,Female,NA,White,NA,4.27,English
124140,17,Female,NA,White,NA,0.58,English
124141,17,Male,NA,Black,NA,0.28,English
124142,53,Female,5,Black,Living with Partner,5,English
124143,5,Male,NA,Black,NA,1.02,English
124144,52,Female,4,White,Living with Partner,2.67,English
124145,8,Male,NA,Missing,NA,1.43,English
124146,2,Male,NA,Mexican American,NA,0.47,Spanish
124148,60,Female,1,Mexican American,Living with Partner,3.04,Spanish
124149,21,Male,3,Black,Other,NA,English
124150,14,Female,NA,Black,NA,1.11,English
124151,35,Male,3,Black,Living with Partner,2.11,English
124152,44,Male,1,Other Hispanic,Living with Partner,0.66,Spanish
124153,23,Female,4,Black,Other,4.98,English
124154,16,Male,NA,Black,NA,0.38,English
124155,9,Male,NA,White,NA,1.18,English
124156,60,Male,2,Black,Other,3.49,English
124157,44,Male,4,Mexican American,Living with Partner,3.42,English
124158,54,Male,3,Black,Other,NA,English
124159,62,Female,5,White,Living with Partner,5,English
124160,76,Female,4,Other,Living with Partner,5,English
124161,65,Female,2,Other,Living with Partner,5,English
124162,9,Female,NA,Mexican American,NA,1.67,English
124163,50,Female,4,Other,Living with Partner,1.92,English
124165,76,Male,2,White,Other,2.88,English
124166,8,Female,NA,White,NA,1.88,English
124168,21,Female,4,Black,Other,1.2,English
124170,69,Female,5,White,Other,5,English
124171,1,Male,NA,Other Hispanic,NA,0.66,English
124172,29,Female,5,Other,Living with Partner,5,English
124173,3,Male,NA,Black,NA,0.78,English
124174,30,Female,5,Other,Living with Partner,2.66,English
124175,66,Male,5,White,Other,5,English
124176,32,Female,4,Black,Living with Partner,1.47,English
124177,35,Female,4,White,Other,1.21,English
124178,54,Male,3,Black,Living with Partner,NA,English
124179,60,Female,5,White,Living with Partner,3.67,English
124180,19,Male,NA,Mexican American,NA,1.09,English
124181,21,Male,4,Missing,Other,1.08,English
124182,42,Male,4,Black,Other,4.98,English
124183,33,Female,1,Other Hispanic,Living with Partner,NA,Spanish
124184,1,Male,NA,White,NA,4.64,English
124185,5,Male,NA,Black,NA,2.03,English
124187,8,Male,NA,White,NA,0.95,English
124188,66,Male,5,Other,Living with Partner,2.77,English
124189,44,Male,2,Other,Living with Partner,1.15,English
124190,47,Male,3,White,Other,0.59,English
124191,57,Male,5,White,Living with Partner,1.96,English
124192,13,Female,NA,Black,NA,0.33,English
124193,0,Female,NA,Mexican American,NA,0.49,English
124194,38,Male,3,Black,Living with Partner,1.14,English
124195,31,Female,4,White,Living with Partner,1.67,English
124196,75,Female,4,Missing,Other,5,English
124197,69,Male,3,Black,Other,1.08,English
124198,56,Female,4,White,Living with Partner,0.74,English
124200,1,Female,NA,White,NA,1.28,English
124201,9,Female,NA,White,NA,1.53,English
124203,73,Female,4,Other Hispanic,Other,1.72,Spanish
124204,3,Male,NA,Other Hispanic,NA,0.62,Spanish
124205,60,Female,1,Other Hispanic,Other,NA,Spanish
124207,66,Female,4,Mexican American,Living with Partner,0.39,English
124208,79,Female,5,Black,Other,3.92,English
124209,5,Female,NA,Missing,NA,0.93,English
124210,18,Male,NA,Mexican American,NA,1.5,English
124211,29,Male,5,White,Living with Partner,5,English
124212,39,Male,5,White,Living with Partner,5,English
124213,10,Female,NA,Mexican American,NA,3.05,English
124214,12,Male,NA,Mexican American,NA,3.05,English
124215,52,Male,4,Black,Other,NA,English
124216,1,Male,NA,White,NA,0.15,English
124217,1,Female,NA,White,NA,NA,English
124218,54,Female,4,Black,Living with Partner,2.37,English
124219,71,Male,4,Mexican American,Living with Partner,1.68,English
124220,14,Male,NA,Black,NA,0.73,English
124221,62,Male,4,Other Hispanic,Living with Partner,2.39,Spanish
124222,9,Female,NA,White,NA,2.22,English
124223,66,Male,4,Black,Other,NA,English
124224,50,Male,2,Other Hispanic,Other,1.96,English
124225,32,Male,3,White,Living with Partner,5,English
124226,55,Male,5,Black,Other,NA,English
124227,9,Female,NA,Mexican American,NA,0.9,Spanish
124228,68,Female,4,White,Living with Partner,5,English
124229,6,Male,NA,White,NA,0.99,English
124231,23,Female,4,Black,Other,1.54,English
124232,0,Male,NA,Other Hispanic,NA,5,English
124233,14,Male,NA,Other,NA,5,English
124234,16,Male,NA,Black,NA,1.26,English
124235,45,Male,4,White,Living with Partner,1.67,English
124236,58,Female,3,Black,Living with Partner,0.99,English
124237,43,Male,3,White,Living with Partner,4.66,English
124238,50,Male,2,Other,Other,0.64,English
124239,19,Female,NA,Other,NA,4.97,English
124240,75,Male,5,Black,Other,4.28,English
124241,57,Female,4,Black,Living with Partner,0.74,English
124242,31,Female,4,Black,Living with Partner,1.5,English
124243,4,Female,NA,Missing,NA,0.33,English
124244,11,Female,NA,Mexican American,NA,1.59,Spanish
124245,79,Female,3,White,Living with Partner,1.17,English
124246,61,Female,4,White,Other,4.19,English
124247,2,Female,NA,Other,NA,5,English
124248,49,Female,5,White,Living with Partner,4.64,English
124249,32,Female,5,White,Living with Partner,5,English
124250,5,Male,NA,White,NA,2.6,English
124252,3,Male,NA,Black,NA,0.38,English
124253,60,Female,4,Other,Living with Partner,5,English
124254,28,Female,5,White,Other,5,English
124255,0,Female,NA,Other Hispanic,NA,1.65,Spanish
124256,60,Female,5,Other Hispanic,Living with Partner,5,English
124257,59,Female,3,Black,Other,1.2,English
124258,1,Female,NA,Mexican American,NA,2.14,English
124259,8,Male,NA,White,NA,1.61,English
124260,27,Female,5,Other,Other,4.57,English
124261,5,Male,NA,White,NA,0.15,English
124262,56,Female,5,Other Hispanic,Living with Partner,5,English
124263,4,Female,NA,Black,NA,0.02,English
124264,26,Male,4,Black,Living with Partner,NA,English
124265,35,Female,5,Other,Other,3.03,English
124266,54,Male,3,Black,Other,NA,English
124267,24,Female,3,Black,Other,1.18,English
124268,3,Female,NA,Black,NA,0.74,English
124269,8,Female,NA,Missing,NA,NA,English
124271,63,Female,5,White,Other,5,English
124272,43,Female,4,Other Hispanic,Other,0.52,English
124273,25,Female,3,Other,Other,2.43,English
124274,36,Female,4,Black,Other,NA,English
124275,4,Male,NA,Missing,NA,4.78,English
124276,18,Female,NA,Missing,NA,1.04,English
124277,28,Male,3,Black,Living with Partner,1.64,English
124278,7,Male,NA,Missing,NA,5,English
124279,49,Female,5,Other,Living with Partner,5,English
124280,59,Male,3,Black,Other,4.25,English
124281,30,Male,3,Missing,Living with Partner,0.78,English
124283,51,Male,3,Black,Living with Partner,NA,English
124284,55,Female,2,Other Hispanic,Living with Partner,3.15,Spanish
124285,2,Female,NA,White,NA,5,English
124286,0,Male,NA,Other Hispanic,NA,1.24,English
124287,56,Male,5,White,Other,4.15,English
124288,59,Female,4,Other,Living with Partner,NA,English
124290,59,Male,4,White,Living with Partner,NA,English
124291,14,Male,NA,Other,NA,NA,English
124292,0,Male,NA,Black,NA,0.97,English
124293,4,Female,NA,Missing,NA,1.2,English
124294,64,Male,3,White,Other,0.82,English
124295,33,Female,3,Black,Living with Partner,1.13,English
124296,46,Male,4,Black,Living with Partner,2,English
124297,23,Female,3,Black,Other,0.28,English
124298,36,Male,1,Other Hispanic,Other,NA,Spanish
124299,17,Female,NA,Black,NA,0.54,English
124301,15,Female,NA,Mexican American,NA,5,English
124302,9,Male,NA,Other Hispanic,NA,3.88,Spanish
124303,68,Female,3,Black,Other,0.74,English
124304,9,Male,NA,White,NA,4.3,English
124305,16,Female,NA,Other Hispanic,NA,5,English
124306,1,Male,NA,White,NA,1.2,English
124307,14,Female,NA,Black,NA,1.26,English
124308,33,Male,1,Missing,Living with Partner,1.6,English
124310,11,Male,NA,Black,NA,0.54,English
124311,5,Male,NA,Mexican American,NA,2.04,English
124312,47,Male,4,White,Other,1.48,English
124313,18,Male,NA,White,NA,5,English
124314,18,Male,NA,White,NA,4.81,English
124315,53,Male,4,Black,Other,0.68,English
124316,3,Female,NA,White,NA,5,English
124318,16,Female,NA,Missing,NA,4.66,English
124319,39,Male,3,White,Living with Partner,1.49,English
124320,36,Male,5,Mexican American,Living with Partner,5,English
124321,13,Male,NA,Other Hispanic,NA,1.92,English
124322,46,Male,4,Black,Other,3.87,English
124323,54,Female,5,White,Living with Partner,5,English
124324,42,Male,5,White,Other,0,English
124325,9,Male,NA,Black,NA,0.64,English
124326,3,Female,NA,Mexican American,NA,2.39,English
124327,2,Female,NA,Missing,NA,4.56,English
124328,42,Male,3,Black,Living with Partner,3.08,English
124330,57,Female,4,Black,Living with Partner,1.85,English
124331,62,Male,4,Mexican American,Living with Partner,2.22,English
124332,70,Male,5,White,Living with Partner,5,English
124334,48,Male,4,Other Hispanic,Other,2.96,English
124335,64,Female,3,Other,Living with Partner,0.35,English
124336,32,Male,3,Mexican American,Other,0.41,English
124337,16,Male,NA,Other,NA,5,English
124338,32,Female,5,Other,Living with Partner,NA,English
124339,9,Female,NA,White,NA,4.81,English
124340,74,Female,3,Black,Living with Partner,3.55,English
124341,7,Male,NA,White,NA,5,English
124342,56,Female,4,Mexican American,Other,4.23,English
124343,13,Female,NA,White,NA,NA,English
124344,53,Female,4,Black,Other,NA,English
124345,26,Female,5,Other,Other,NA,English
124346,60,Female,3,White,Other,2.32,English
124347,26,Male,4,Black,Living with Partner,2.07,English
124348,71,Female,4,Other Hispanic,Other,2.77,English
124349,21,Female,3,Mexican American,Living with Partner,1.49,English
124350,10,Female,NA,Black,NA,1.09,English
124352,55,Female,3,Other Hispanic,Other,0.72,English
124353,9,Female,NA,White,NA,0.7,English
124354,20,Female,4,Missing,Other,1.54,English
124355,29,Male,5,Other,Other,5,English
124356,58,Male,4,Missing,Living with Partner,2.85,English
124357,10,Male,NA,Mexican American,NA,2.1,English
124358,8,Male,NA,White,NA,1.75,English
124359,0,Female,NA,Mexican American,NA,0.01,Spanish
124360,59,Female,4,White,Living with Partner,3.44,English
124361,6,Male,NA,White,NA,2.25,English
124362,51,Female,4,Black,Other,NA,English
124363,36,Female,4,Mexican American,Other,0.68,English
124364,8,Female,NA,Mexican American,NA,0.48,English
124365,36,Male,5,Black,Living with Partner,3.4,English
124366,11,Female,NA,White,NA,4.41,English
124368,19,Male,NA,Mexican American,NA,0.12,English
124369,4,Female,NA,Mexican American,NA,0.43,Spanish
124370,54,Male,5,White,Living with Partner,NA,English
124371,2,Male,NA,Mexican American,NA,0.31,Spanish
124373,27,Female,2,Black,Other,0.07,English
124374,60,Male,1,Mexican American,Living with Partner,1.92,English
124375,49,Male,5,White,Living with Partner,5,English
124376,18,Female,NA,Other Hispanic,NA,0.87,Spanish
124377,49,Female,5,Other,Living with Partner,1.94,English
124378,2,Male,NA,White,NA,0.72,English
124379,20,Male,3,White,Other,NA,English
124380,23,Female,5,Other,Living with Partner,3.45,English
124381,46,Female,4,Mexican American,Other,2.82,English
124382,34,Male,4,White,Other,1.24,English
124383,33,Male,3,White,Living with Partner,0.72,English
124384,9,Male,NA,Other Hispanic,NA,4.43,English
124385,3,Male,NA,Other Hispanic,NA,0.52,English
124386,10,Female,NA,Mexican American,NA,1.59,English
124387,33,Female,4,Black,Other,0.8,English
124388,40,Female,5,Other,Living with Partner,5,English
124389,10,Male,NA,Other Hispanic,NA,NA,Spanish
124390,46,Male,4,Missing,Living with Partner,2.55,English
124391,69,Female,2,White,Other,0.84,English
124392,3,Male,NA,White,NA,2.09,English
124393,9,Female,NA,Black,NA,3.44,English
124394,50,Female,3,Black,Living with Partner,1.49,English
124395,17,Female,NA,Missing,NA,5,English
