id,age,gender,edu_level,race,family_status,ratio_to_poverty,lang_interview
116948,5,Male,NA,White,NA,NA,English
116950,17,Male,NA,Black,NA,3.4,English
116951,11,Male,NA,White,NA,2.91,English
116952,60,Female,4,White,Other,1.11,English
116953,1,Female,NA,Missing,NA,0.31,English
116954,13,Female,NA,Missing,NA,1.06,English
116956,50,Female,4,Mexican American,Living with Partner,1.17,English
116957,8,Male,NA,Missing,NA,0.39,English
116958,4,Female,NA,White,NA,3.94,English
116959,68,Male,3,Black,Living with Partner,1.02,English
116960,30,Female,5,Black,Living with Partner,2.45,English
116961,60,Male,1,Mexican American,Living with Partner,1.99,Spanish
116962,27,Male,4,Mexican American,Living with Partner,1.39,Spanish
116963,47,Female,5,Black,Other,3.34,English
116964,19,Male,NA,White,NA,NA,English
116965,5,Male,NA,Other Hispanic,NA,2.65,English
116966,51,Male,5,Other,Living with Partner,5,English
116967,21,Male,4,Mexican American,Other,1.94,Spanish
116969,19,Female,NA,White,NA,5,English
116970,21,Male,3,White,Other,5,English
116971,18,Male,NA,Missing,NA,4.09,English
116972,48,Female,4,Mexican American,Living with Partner,4.31,English
116974,2,Female,NA,White,NA,3.5,English
116975,45,Male,5,White,Living with Partner,NA,English
116976,65,Male,2,Black,Other,0.71,English
116977,11,Female,NA,Black,NA,0.38,English
116978,67,Male,2,White,Living with Partner,3.86,English
116979,28,Male,2,Other,Other,2.15,English
116980,61,Female,5,White,Living with Partner,NA,English
116981,37,Male,2,Black,Living with Partner,2.31,English
116982,14,Male,NA,White,NA,3.1,English
116983,4,Male,NA,Black,NA,NA,English
116984,56,Female,4,White,Living with Partner,5,English
116985,1,Female,NA,White,NA,4.09,English
116986,31,Female,5,Other,Living with Partner,NA,English
116988,31,Male,4,Mexican American,Living with Partner,0.64,English
116989,52,Male,3,White,Other,1.23,English
116990,25,Male,3,Black,Other,0.04,English
116991,55,Male,1,Other Hispanic,Living with Partner,1.38,Spanish
116992,26,Male,4,Black,Other,1.34,English
116993,23,Male,4,Other Hispanic,Other,4.74,English
116994,77,Male,4,White,Living with Partner,NA,English
116995,6,Female,NA,Other Hispanic,NA,0.17,English
116996,15,Male,NA,White,NA,1.95,English
116998,3,Male,NA,Other,NA,5,English
116999,63,Female,4,White,Living with Partner,5,English
117000,64,Male,5,Other,Living with Partner,5,English
117001,16,Female,NA,White,NA,3.46,English
117002,34,Male,5,Other,Living with Partner,4,English
117003,14,Female,NA,White,NA,5,English
117004,49,Male,4,Black,Other,5,English
117005,16,Male,NA,Mexican American,NA,0.87,English
117006,64,Female,4,Black,Living with Partner,NA,English
117007,11,Female,NA,Missing,NA,1.5,English
117009,55,Female,3,Black,Living with Partner,NA,English
117010,74,Female,3,White,Other,2.48,English
117011,67,Female,5,Other,Other,3.91,English
117012,8,Male,NA,Black,NA,0.7,English
117014,47,Female,2,White,Living with Partner,0.58,English
117015,57,Male,3,Missing,Other,1.85,English
117016,21,Male,4,Mexican American,Other,2,English
117017,49,Female,3,White,Other,1.83,English
117018,5,Male,NA,White,NA,4.64,English
117019,71,Male,5,Missing,Living with Partner,NA,English
117020,50,Female,5,Missing,Other,2.16,English
117021,28,Male,3,Mexican American,Living with Partner,2.72,Spanish
117022,75,Female,1,Other Hispanic,Other,1.06,Spanish
117023,71,Female,5,Other,Living with Partner,NA,English
117024,0,Female,NA,Other Hispanic,NA,NA,Spanish
117025,4,Male,NA,Black,NA,1.59,English
117026,32,Female,1,Other Hispanic,Other,0.03,Spanish
117027,9,Female,NA,Mexican American,NA,2.43,English
117028,59,Female,3,Black,Other,0.79,English
117029,4,Female,NA,Missing,NA,1.67,English
117030,1,Male,NA,White,NA,5,English
117031,62,Male,3,Black,Other,0.95,English
117032,36,Male,5,White,Living with Partner,5,English
117033,28,Male,5,Mexican American,Living with Partner,1.2,Spanish
117034,17,Female,NA,Missing,NA,NA,English
117035,19,Male,NA,Other Hispanic,NA,5,English
117036,70,Male,5,Black,Other,NA,English
117037,61,Male,1,Other Hispanic,Living with Partner,2.08,English
117038,30,Female,5,Black,Living with Partner,1.19,English
117039,25,Male,4,Mexican American,Other,NA,English
117040,35,Female,4,White,Living with Partner,3.5,English
117041,4,Male,NA,Black,NA,0.6,English
117042,13,Male,NA,Other,NA,1.67,English
117043,2,Male,NA,Black,NA,2.25,English
117044,70,Male,3,Other Hispanic,Living with Partner,1.99,Spanish
117045,57,Female,4,White,Living with Partner,3.37,English
117046,58,Female,3,Other,Living with Partner,NA,English
117048,74,Female,4,Black,Other,NA,English
117049,21,Female,4,Black,Other,3.4,English
117051,4,Female,NA,White,NA,1.6,English
117053,22,Male,2,Black,Other,1.2,English
117054,38,Female,4,Mexican American,Living with Partner,2.92,English
117055,68,Male,2,Black,Other,0.57,English
117057,2,Female,NA,Missing,NA,0.65,English
117058,60,Female,4,Missing,Other,2.8,English
117059,39,Male,4,White,Living with Partner,3.05,English
117060,40,Male,5,Other,Living with Partner,3.47,English
117061,21,Female,4,White,Other,0.39,English
117062,43,Female,5,Other,Living with Partner,5,English
117063,28,Male,5,Other Hispanic,Other,0,English
117064,61,Female,3,Black,Other,0.28,English
117065,4,Female,NA,White,NA,5,English
117066,10,Male,NA,White,NA,1.34,English
117067,58,Female,1,Black,Living with Partner,1.34,English
117068,24,Male,3,Mexican American,Other,1.7,English
117069,14,Female,NA,Other,NA,1.36,English
117070,12,Male,NA,Mexican American,NA,NA,Spanish
117071,48,Female,5,Other,Living with Partner,5,English
117073,40,Male,3,White,Other,0.39,English
117074,0,Male,NA,Black,NA,NA,English
117075,10,Male,NA,White,NA,1.63,English
117076,61,Female,1,Mexican American,Living with Partner,1.78,Spanish
117077,65,Male,5,Other Hispanic,Living with Partner,5,English
117078,7,Male,NA,Other Hispanic,NA,NA,Spanish
117080,0,Female,NA,Other Hispanic,NA,0.02,English
117081,39,Female,5,White,Living with Partner,5,English
117082,47,Female,5,Other,Living with Partner,3.08,English
117083,0,Male,NA,White,NA,3.28,English
117084,22,Male,3,Black,Other,0.88,English
117085,13,Male,NA,Mexican American,NA,NA,Spanish
117086,28,Female,3,White,Other,3.04,English
117089,41,Male,2,Other,Other,NA,English
117090,68,Female,5,White,Other,5,English
117091,51,Male,3,Black,Other,0.82,English
117092,69,Female,3,White,Other,1.72,English
117094,8,Male,NA,Other,NA,5,English
117095,32,Female,2,Other Hispanic,Living with Partner,0.58,Spanish
117096,15,Female,NA,White,NA,3.3,English
117097,6,Female,NA,Other,NA,NA,English
117098,5,Female,NA,White,NA,1,English
117100,15,Male,NA,White,NA,5,English
117101,35,Female,5,Mexican American,Living with Partner,4.34,English
117102,31,Female,4,Black,Other,2.24,English
117103,2,Female,NA,Black,NA,0.59,English
117104,15,Male,NA,Missing,NA,0.87,English
117105,14,Female,NA,White,NA,5,English
117107,77,Male,4,White,Other,2.08,English
117108,69,Male,4,Other,Living with Partner,0.88,English
117109,9,Male,NA,Other,NA,4.76,English
117110,0,Male,NA,Other Hispanic,NA,0.47,English
117111,8,Male,NA,Black,NA,0.29,English
117114,35,Female,4,Other Hispanic,Other,NA,English
117115,0,Female,NA,White,NA,2.41,English
117116,21,Female,3,Mexican American,Other,1.41,English
117117,68,Female,2,Black,Other,1.24,English
117118,35,Female,4,Mexican American,Living with Partner,3.84,Spanish
117120,59,Male,5,White,Living with Partner,3.67,English
117121,3,Female,NA,Mexican American,NA,0.61,English
117122,16,Female,NA,Mexican American,NA,4.07,English
117124,23,Female,4,Mexican American,Other,5,English
117125,29,Male,5,Other,Other,1.7,English
117126,17,Male,NA,Other,NA,5,English
117127,1,Male,NA,Mexican American,NA,1.7,English
117128,19,Male,NA,White,NA,0.62,English
117129,23,Female,3,White,Living with Partner,0.96,English
117130,51,Female,3,Other,Living with Partner,4.57,English
117131,56,Female,3,Black,Living with Partner,3.68,English
117132,66,Female,5,Mexican American,Living with Partner,NA,Spanish
117133,71,Female,5,Other,Living with Partner,2.22,English
117134,72,Male,4,White,Living with Partner,NA,English
117135,8,Female,NA,Black,NA,5,English
117136,55,Female,5,Other,Other,1.07,English
117138,57,Female,4,White,Living with Partner,3.52,English
117139,38,Male,4,Black,Living with Partner,2.49,English
117140,8,Female,NA,Other Hispanic,NA,3.98,English
117141,17,Female,NA,Missing,NA,5,English
117143,1,Male,NA,Missing,NA,0.31,English
117144,12,Female,NA,Missing,NA,0.31,English
117145,67,Female,2,Other Hispanic,Other,1.15,Spanish
117146,34,Female,3,Black,Other,1.65,English
117147,49,Female,2,Other,Living with Partner,2.29,English
117148,1,Female,NA,Black,NA,1.63,English
117149,1,Female,NA,White,NA,4.34,English
117150,64,Male,5,White,Living with Partner,4.2,English
117151,9,Female,NA,Black,NA,1.41,English
117152,7,Male,NA,Black,NA,0.65,English
117153,56,Male,3,Missing,Living with Partner,NA,English
117155,11,Female,NA,Mexican American,NA,NA,Spanish
117156,22,Female,3,Black,Other,1.67,English
117158,75,Female,4,Black,Other,0.41,English
117159,31,Female,5,Black,Other,5,English
117160,7,Female,NA,Other Hispanic,NA,0.73,English
117161,67,Female,4,White,Living with Partner,1.73,English
117162,5,Male,NA,Mexican American,NA,NA,Spanish
117164,58,Female,1,Mexican American,Other,NA,English
117165,75,Male,1,Missing,Other,NA,English
117166,55,Male,3,White,Living with Partner,2.15,English
117167,0,Male,NA,Black,NA,1.2,English
117168,44,Female,3,Missing,Other,1.02,English
117169,77,Female,1,Black,Other,0.4,English
117170,36,Male,5,White,Living with Partner,3.98,English
117171,68,Male,4,Other Hispanic,Other,NA,English
117172,21,Male,3,White,Other,NA,English
117173,67,Male,5,White,Living with Partner,5,English
117174,34,Female,4,White,Living with Partner,3.5,English
117175,14,Female,NA,Black,NA,2.28,English
117176,2,Female,NA,White,NA,3.74,English
117177,19,Male,NA,Black,NA,0.43,English
117178,25,Female,4,Mexican American,Living with Partner,0.81,English
117180,29,Male,4,Black,Other,1.54,English
117181,47,Female,4,Other Hispanic,Living with Partner,3.98,English
117182,29,Male,3,White,Other,0.24,English
117184,42,Female,1,Mexican American,Living with Partner,0.45,Spanish
117185,6,Female,NA,White,NA,0.65,English
117186,26,Male,4,Black,Other,0.08,English
117187,72,Female,3,White,Living with Partner,2.43,English
117188,60,Male,4,White,Living with Partner,3.88,English
117189,2,Female,NA,White,NA,1.94,English
117190,32,Female,4,Other,Living with Partner,1.38,English
117191,36,Female,5,Mexican American,Living with Partner,3.98,English
117192,60,Male,3,Black,Living with Partner,5,English
117193,69,Female,1,Black,Living with Partner,1.25,English
117194,38,Male,5,Other,Living with Partner,4.41,English
117195,26,Female,3,Mexican American,Living with Partner,NA,Spanish
117196,16,Male,NA,White,NA,1.67,English
117197,5,Male,NA,Missing,NA,1.52,English
117198,36,Male,5,White,Living with Partner,5,English
117200,33,Male,4,White,Living with Partner,1.18,English
117201,5,Male,NA,Mexican American,NA,0.71,English
117203,65,Male,2,Black,Living with Partner,4.16,English
117204,72,Female,3,White,Living with Partner,NA,English
117207,2,Male,NA,Black,NA,0.68,English
117208,62,Female,3,Other Hispanic,Living with Partner,1.18,English
117209,35,Female,3,Mexican American,Living with Partner,2.17,English
117210,63,Female,1,Other,Other,5,English
117211,70,Male,5,Other,Living with Partner,5,English
117212,30,Female,4,White,Other,1.72,English
117213,15,Male,NA,Black,NA,0.65,English
117214,10,Male,NA,White,NA,0.33,English
117215,32,Male,4,Mexican American,Other,3.16,English
117216,23,Female,2,Black,Living with Partner,0.61,English
117217,73,Male,3,White,Living with Partner,1.97,English
117218,2,Female,NA,Other Hispanic,NA,1.33,English
117219,61,Female,1,Mexican American,Living with Partner,1.99,Spanish
117221,65,Female,3,White,Other,5,English
117222,67,Male,4,Missing,Living with Partner,1.16,English
117224,59,Male,2,Black,Other,1.06,English
117225,8,Male,NA,Black,NA,2.15,English
117226,64,Female,4,Mexican American,Other,3.29,English
117227,18,Male,NA,Other,NA,5,English
117228,15,Female,NA,Other Hispanic,NA,0.6,English
117229,4,Male,NA,Missing,NA,0,English
117230,65,Female,4,Missing,Other,NA,English
117231,15,Male,NA,White,NA,0,English
117232,48,Male,5,Other,Living with Partner,5,English
117233,13,Male,NA,Black,NA,1.38,English
117234,62,Male,2,Mexican American,Living with Partner,0.23,Spanish
117235,53,Female,3,Other,Living with Partner,5,English
117236,62,Male,3,White,Other,0,English
117237,0,Female,NA,Black,NA,0.25,English
117238,53,Male,4,Black,Other,1.56,English
117239,12,Female,NA,Black,NA,0.69,English
117240,7,Female,NA,Other Hispanic,NA,2.65,English
117241,51,Male,3,Black,Other,0.04,English
117242,58,Male,3,Black,Living with Partner,NA,English
117243,59,Female,4,White,Living with Partner,3.22,English
117244,44,Female,5,Other,Living with Partner,5,English
117245,14,Male,NA,Mexican American,NA,2.17,English
117246,16,Female,NA,Other Hispanic,NA,0.41,English
117247,12,Male,NA,Black,NA,1.38,English
117248,16,Male,NA,White,NA,4.07,English
117249,65,Female,3,White,Other,0.9,English
117250,62,Female,4,White,Living with Partner,5,English
117251,67,Male,4,White,Living with Partner,NA,English
117252,10,Male,NA,Mexican American,NA,2.63,English
117253,63,Female,3,Black,Other,0.8,English
117254,13,Female,NA,Missing,NA,0.24,English
117255,7,Female,NA,Other,NA,1.36,English
117256,11,Male,NA,Other Hispanic,NA,5,Spanish
117257,5,Male,NA,Missing,NA,5,English
117258,1,Female,NA,White,NA,3.94,English
117259,12,Male,NA,White,NA,1.58,English
117260,62,Male,3,White,Other,0.61,English
117262,1,Female,NA,Missing,NA,0.81,English
117263,56,Male,3,Black,Living with Partner,4.91,English
117264,0,Male,NA,Black,NA,0.43,English
117265,75,Male,3,Black,Other,5,English
117266,79,Female,5,White,Other,2.43,English
117267,3,Female,NA,White,NA,0.42,English
117268,17,Female,NA,Mexican American,NA,1.44,English
117270,49,Female,3,Missing,Living with Partner,5,English
117271,5,Female,NA,Mexican American,NA,0.15,Spanish
117272,14,Female,NA,Mexican American,NA,1.91,English
117273,65,Female,5,White,Other,4.53,English
117274,41,Male,4,Other Hispanic,Other,4.81,English
117275,63,Male,2,Other,Living with Partner,2.38,English
117276,61,Female,4,Missing,Other,NA,English
117277,4,Male,NA,White,NA,1.45,English
117278,33,Female,3,White,Other,1.73,English
117279,7,Male,NA,Other,NA,0.33,English
117280,60,Female,5,Other,Living with Partner,5,English
117282,41,Female,3,Mexican American,Other,2.49,English
117283,57,Male,2,Missing,Other,0.62,English
117284,13,Male,NA,Other,NA,2.15,English
117285,28,Male,3,White,Living with Partner,0.84,English
117286,46,Female,5,White,Living with Partner,4.15,English
117287,44,Female,4,Black,Other,0.77,English
117289,57,Female,4,Black,Living with Partner,3.37,English
117290,45,Female,4,White,Living with Partner,2.64,English
117291,21,Female,4,Missing,Other,1.64,English
117293,55,Male,3,White,Living with Partner,5,English
117294,55,Male,4,White,Other,0.8,English
117295,52,Female,4,Black,Living with Partner,1.82,English
117296,13,Female,NA,White,NA,2.64,English
117297,52,Female,3,Mexican American,Living with Partner,3.79,English
117298,58,Female,3,Other,Other,NA,English
117299,10,Female,NA,Mexican American,NA,NA,English
117300,8,Female,NA,Black,NA,1.04,English
117301,73,Female,3,Other Hispanic,Other,0.17,English
117302,63,Male,3,White,Living with Partner,5,English
117303,37,Female,3,Other Hispanic,Other,0.68,Spanish
117305,68,Female,4,Missing,Other,1.66,English
117306,42,Female,5,White,Living with Partner,5,English
117307,62,Female,4,White,Living with Partner,NA,English
117308,36,Female,4,Black,Other,0.12,English
117309,11,Female,NA,Mexican American,NA,5,English
117310,71,Male,3,White,Living with Partner,1.17,English
117311,3,Male,NA,Mexican American,NA,0.53,Spanish
117312,78,Female,5,Other Hispanic,Other,1.5,English
117313,32,Female,5,White,Other,2.34,English
117314,61,Male,3,Other Hispanic,Other,NA,Spanish
117315,64,Female,2,Other Hispanic,Living with Partner,0.54,Spanish
117316,55,Female,4,Black,Other,1.01,English
117317,12,Male,NA,Black,NA,1.82,English
117319,56,Female,5,Other,Living with Partner,NA,English
117320,34,Female,4,Other Hispanic,Living with Partner,3.33,English
117321,70,Female,5,White,Living with Partner,5,English
117323,33,Female,1,Mexican American,Other,0.92,Spanish
117325,8,Male,NA,Other Hispanic,NA,0.85,English
117328,32,Male,4,Black,Living with Partner,0.88,English
117329,10,Male,NA,Missing,NA,2.08,English
117330,10,Female,NA,Black,NA,0.2,English
117331,57,Male,5,White,Living with Partner,1.78,English
117333,8,Male,NA,White,NA,1.46,English
117334,23,Male,2,Black,Living with Partner,NA,English
117335,66,Male,3,White,Living with Partner,2.26,English
117336,43,Male,2,Black,Living with Partner,1.13,English
117337,17,Male,NA,Black,NA,5,English
117338,0,Female,NA,Missing,NA,NA,English
117340,11,Male,NA,Missing,NA,4.86,English
117341,7,Female,NA,Mexican American,NA,5,English
117342,1,Female,NA,Black,NA,1.76,English
117344,15,Male,NA,White,NA,0.59,English
117345,16,Female,NA,White,NA,2.09,English
117347,18,Male,NA,White,NA,0.84,English
117348,13,Female,NA,Mexican American,NA,2.89,Spanish
117351,32,Female,3,White,Other,NA,English
117352,8,Male,NA,Other,NA,NA,English
117353,64,Male,5,Black,Living with Partner,5,English
117356,17,Male,NA,Black,NA,1.22,English
117357,22,Female,4,Other,Other,NA,English
117358,36,Male,3,Other,Living with Partner,1.36,English
117359,59,Male,3,Black,Other,0.99,English
117360,12,Female,NA,Black,NA,0.61,English
117361,17,Female,NA,Mexican American,NA,5,English
117362,9,Female,NA,Missing,NA,0.87,English
117363,70,Female,2,White,Other,1.24,English
117364,37,Female,4,Mexican American,Other,1.26,English
117365,57,Female,2,Black,Living with Partner,1.04,English
117366,13,Female,NA,Black,NA,1.05,English
117367,16,Female,NA,Mexican American,NA,0.33,English
117368,35,Male,4,White,Living with Partner,1.58,English
117369,5,Female,NA,White,NA,1.7,English
117370,52,Male,4,Missing,Other,1.99,English
117371,44,Female,4,Other Hispanic,Living with Partner,1.36,English
117372,2,Male,NA,Black,NA,0,English
117373,2,Male,NA,Mexican American,NA,1,Spanish
117374,57,Female,3,Black,Other,NA,English
117375,49,Male,4,White,Other,4.94,English
117376,1,Male,NA,Other Hispanic,NA,NA,Spanish
117377,24,Female,5,White,Living with Partner,0.56,English
117378,17,Male,NA,Other,NA,NA,English
117379,41,Female,4,Black,Other,0.32,English
117381,16,Female,NA,Black,NA,0.94,English
117382,3,Male,NA,Black,NA,1.53,English
117383,42,Male,4,White,Living with Partner,5,English
117384,62,Female,3,Other,Other,0.58,English
117385,14,Male,NA,Other,NA,1,English
117386,4,Male,NA,Mexican American,NA,0.87,English
117387,31,Female,4,White,Living with Partner,4.14,English
117388,36,Male,4,White,Living with Partner,4.05,English
117389,34,Male,5,White,Living with Partner,4.06,English
117390,11,Male,NA,White,NA,3.73,English
117391,15,Male,NA,Other,NA,3.66,English
117392,3,Female,NA,Other Hispanic,NA,0.64,English
117393,15,Male,NA,Missing,NA,0.92,English
117394,24,Female,3,Other,Living with Partner,NA,English
117395,73,Female,1,Other Hispanic,Living with Partner,NA,Spanish
117396,14,Male,NA,Missing,NA,NA,English
117397,70,Male,1,Other,Living with Partner,1.27,English
117398,61,Female,2,White,Other,1.88,English
117399,9,Female,NA,White,NA,5,English
117400,60,Male,4,Other Hispanic,Living with Partner,2.82,English
117401,4,Female,NA,White,NA,5,English
117402,58,Female,5,Black,Other,3.92,English
117403,11,Female,NA,White,NA,5,English
117404,14,Female,NA,Missing,NA,0.87,English
117405,26,Male,5,Missing,Other,5,English
117406,5,Female,NA,Black,NA,0.33,English
117407,19,Male,NA,Black,NA,5,English
117408,5,Male,NA,White,NA,1.57,English
117409,34,Female,4,Mexican American,Living with Partner,1.52,Spanish
117410,4,Male,NA,Black,NA,NA,English
117411,72,Male,1,Other Hispanic,Living with Partner,0.09,Spanish
117412,35,Male,2,White,Living with Partner,1.53,English
117413,17,Male,NA,Mexican American,NA,0.25,Spanish
117414,63,Female,3,White,Living with Partner,5,English
117415,14,Female,NA,Other Hispanic,NA,0.68,Spanish
117416,11,Female,NA,Mexican American,NA,0.8,Spanish
117417,27,Female,5,Other,Living with Partner,4.81,English
117418,45,Male,3,Missing,Other,0.94,English
117419,40,Male,3,Other,Living with Partner,NA,English
117420,65,Female,3,Black,Living with Partner,1.89,English
117421,20,Female,3,Black,Other,2.33,English
117422,10,Male,NA,White,NA,2.08,English
117423,0,Female,NA,White,NA,4.41,English
117425,8,Male,NA,Other Hispanic,NA,4.34,English
117426,7,Male,NA,Black,NA,2.06,English
117427,11,Female,NA,Black,NA,3.4,English
117428,75,Female,2,Other Hispanic,Other,0.07,Spanish
117429,41,Female,3,Black,Other,0.38,English
117430,0,Male,NA,Black,NA,0.35,English
117431,53,Female,4,Black,Other,5,English
117432,66,Female,5,Black,Other,2.11,English
117433,0,Male,NA,Mexican American,NA,1.91,English
117434,20,Male,3,White,Living with Partner,5,English
117435,51,Female,4,Black,Living with Partner,3.18,English
117436,76,Male,1,Mexican American,Other,NA,Spanish
117437,55,Male,4,Other Hispanic,Living with Partner,4.81,English
117438,39,Male,5,White,Living with Partner,4.8,English
117439,79,Female,4,Other Hispanic,Living with Partner,5,English
117440,61,Male,3,Black,Living with Partner,0.65,English
117442,68,Male,2,Other,Living with Partner,1.42,English
117443,13,Female,NA,Black,NA,4.64,English
117445,56,Male,4,White,Other,3.85,English
117446,3,Female,NA,White,NA,3.19,English
117447,42,Female,3,Other Hispanic,Other,5,Spanish
117448,10,Female,NA,Black,NA,0.74,English
117449,16,Female,NA,Other Hispanic,NA,1.03,English
117450,56,Male,3,White,Living with Partner,NA,English
117452,12,Female,NA,White,NA,0.99,English
117453,46,Female,4,Mexican American,Living with Partner,5,English
117454,56,Male,5,Mexican American,Living with Partner,5,English
117455,1,Female,NA,Missing,NA,5,English
117456,13,Male,NA,Missing,NA,3.07,English
117457,16,Female,NA,Other,NA,0.7,English
117458,73,Female,4,White,Other,1.92,English
117459,15,Female,NA,Missing,NA,5,English
117460,60,Male,4,Black,Living with Partner,0.85,English
117461,0,Female,NA,White,NA,2.67,English
117462,9,Male,NA,Black,NA,1.72,English
117463,26,Male,4,Black,Living with Partner,2.78,English
117464,56,Female,3,White,Living with Partner,3.4,English
117465,54,Female,5,Black,Other,NA,English
117466,23,Female,5,White,Other,0.52,English
117467,58,Male,5,White,Living with Partner,3.32,English
117468,21,Female,3,White,Living with Partner,1.19,English
117469,1,Male,NA,Black,NA,0.2,English
117470,23,Male,2,Other Hispanic,Other,0.41,English
117472,3,Male,NA,White,NA,1.55,English
117473,16,Male,NA,Black,NA,4.17,English
117474,18,Female,NA,Missing,NA,1.02,English
117475,69,Male,5,Other Hispanic,Living with Partner,3.9,English
117476,8,Female,NA,Other,NA,2.12,English
117477,7,Male,NA,Black,NA,NA,English
117479,12,Female,NA,Other,NA,1.22,English
117480,8,Male,NA,Black,NA,2.07,English
117481,47,Male,5,White,Living with Partner,3.18,English
117482,8,Female,NA,Mexican American,NA,1.36,Spanish
117484,19,Male,NA,Mexican American,NA,1.19,English
117485,20,Female,4,Other Hispanic,Other,4.34,English
117486,4,Male,NA,Other,NA,2.44,English
117487,5,Male,NA,Black,NA,NA,English
117488,9,Female,NA,White,NA,0.85,English
117489,14,Male,NA,Missing,NA,0,English
117490,0,Male,NA,Other Hispanic,NA,1.39,English
117491,19,Male,NA,Mexican American,NA,0.33,English
117492,5,Female,NA,White,NA,4.17,English
117493,3,Female,NA,Other,NA,4.55,English
117494,71,Female,5,Other,Other,5,English
117495,0,Female,NA,Mexican American,NA,1.53,English
117496,19,Male,NA,Mexican American,NA,NA,English
117497,55,Male,4,White,Other,1.57,English
117498,68,Female,5,Other,Living with Partner,NA,English
117499,38,Female,3,Other Hispanic,Living with Partner,NA,Spanish
117500,22,Male,5,White,Other,2.79,English
117501,14,Male,NA,White,NA,4.97,English
117502,73,Female,2,Mexican American,Living with Partner,1.68,English
117503,16,Female,NA,Mexican American,NA,1.55,Spanish
117504,49,Female,3,White,Living with Partner,5,English
117505,36,Female,4,Missing,Living with Partner,1.42,English
117507,65,Male,4,Black,Living with Partner,2.03,English
117508,3,Female,NA,Mexican American,NA,NA,English
117509,26,Female,3,Mexican American,Living with Partner,1.95,English
117510,51,Female,3,Other,Other,1.47,English
117511,53,Female,4,White,Other,5,English
117512,12,Male,NA,Black,NA,2.89,English
117513,48,Female,2,Other Hispanic,Other,0.52,Spanish
117514,56,Female,3,White,Living with Partner,1.72,English
117515,16,Male,NA,Other,NA,3.88,English
117516,68,Male,1,Mexican American,Living with Partner,3.47,Spanish
117517,23,Male,4,Other,Other,1.79,English
117518,50,Male,3,Other,Living with Partner,NA,English
117519,5,Male,NA,White,NA,2.39,English
117520,10,Male,NA,White,NA,3.06,English
117522,9,Male,NA,Other Hispanic,NA,NA,Spanish
117523,41,Female,4,White,Living with Partner,1.99,English
117524,10,Female,NA,Missing,NA,4.25,English
117525,5,Male,NA,Black,NA,1.52,English
117528,0,Male,NA,Black,NA,0.38,English
117529,36,Male,5,Other,Other,0.5,English
117530,25,Male,4,Black,Other,1.64,English
117531,32,Female,4,White,Other,0.85,English
117532,9,Male,NA,Black,NA,0.67,English
117533,8,Female,NA,Missing,NA,1.49,English
117534,18,Female,NA,Mexican American,NA,1.01,English
117535,1,Female,NA,White,NA,1.43,English
117537,61,Male,3,Black,Living with Partner,2.31,English
117539,8,Female,NA,Black,NA,0.59,English
117540,69,Male,4,White,Living with Partner,4.93,English
117543,31,Female,5,White,Living with Partner,1.6,English
117544,11,Female,NA,Black,NA,NA,English
117545,1,Male,NA,Missing,NA,3.96,English
117546,75,Male,3,Missing,Living with Partner,0.86,English
117547,5,Female,NA,Other,NA,2.71,English
117548,12,Male,NA,White,NA,2.07,English
117549,29,Male,5,White,Living with Partner,5,English
117550,12,Female,NA,Black,NA,0.29,English
117551,64,Male,1,Other Hispanic,Living with Partner,0.25,Spanish
117552,8,Male,NA,White,NA,2.43,English
117553,3,Male,NA,White,NA,1.94,English
117554,75,Female,4,White,Living with Partner,NA,English
117555,9,Female,NA,Black,NA,0.66,English
117556,39,Female,3,White,Living with Partner,1.5,English
117557,10,Male,NA,Missing,NA,3.98,English
117558,63,Female,4,Other Hispanic,Living with Partner,1.36,English
117559,48,Female,3,Mexican American,Living with Partner,1.99,English
117560,4,Male,NA,Other,NA,NA,English
117562,6,Female,NA,Black,NA,0.38,English
117563,16,Male,NA,White,NA,2.6,English
117565,11,Female,NA,White,NA,5,English
117566,37,Male,5,Other Hispanic,Living with Partner,3.67,English
117567,3,Male,NA,Mexican American,NA,NA,Spanish
117568,11,Female,NA,Black,NA,3.41,English
117569,12,Female,NA,Black,NA,0.05,English
117570,47,Male,5,White,Living with Partner,5,English
117571,41,Female,4,Black,Other,1.82,English
117572,14,Male,NA,Black,NA,0.92,English
117573,45,Male,4,White,Living with Partner,5,English
117574,46,Male,5,White,Living with Partner,3.69,English
117575,61,Female,3,White,Living with Partner,3.04,English
117577,43,Male,5,White,Other,2.88,English
117578,3,Female,NA,Other,NA,5,English
117579,1,Female,NA,Other Hispanic,NA,NA,Spanish
117580,65,Male,1,Black,Living with Partner,2,English
117581,22,Female,5,Other,Other,3.4,English
117582,0,Male,NA,Other Hispanic,NA,0.17,English
117584,13,Female,NA,White,NA,NA,English
117586,18,Male,NA,Missing,NA,1.74,English
117587,28,Female,5,Black,Other,NA,English
117588,1,Male,NA,White,NA,4.09,English
117589,59,Female,5,White,Living with Partner,NA,English
117591,1,Male,NA,Missing,NA,0.59,English
117592,31,Male,4,White,Living with Partner,0.81,English
117594,5,Female,NA,White,NA,5,English
117595,35,Female,4,White,Living with Partner,0.93,English
117597,15,Male,NA,White,NA,3.88,English
117598,70,Male,3,Missing,Living with Partner,3.78,English
117599,62,Female,3,Missing,Other,0.45,English
117600,27,Female,5,Black,Living with Partner,5,English
